발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF,신용보강기관명,신용보강기관종류,신용보강형태,매입보장/확약,대출약정규모,분양률,문장
지아이비황금,대구광역시,수성구,황금동,862-5번지,공동주택,주상복합,0,신한은행,은행,매입,매입확약,1320,-, ㈜신한은행의 유동화증권 매입보장 약정 지
지아이비황금,대구광역시,수성구,황금동,862-5번지,공동주택,주상복합,0,신한은행,은행,매입,매입확약,1320,-, ㈜신한은행의 유동화증권 매입보장 약정 지
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
케이비원웨스트제일차,서울특별시,강서구,마곡동,일원,Default,Default,0,국민은행.국민은행,은행.은행,매입.-,매입확약,15000,-, (주)국민은행의 유동화증권 매입보장 및 신용공여 . (주)국민은행의 유동성공여(한도 20억원)
올마이티울산,울산광역시,남구,달동,1327-1번지,공동주택,주상복합.리테일.공동주택,0,중소기업은행,은행,매입,매입확약,-,-, 중소기업은행의 유동화증권 매입보장 및 신용공
올마이티울산,울산광역시,남구,달동,1327-1번지,공동주택,주상복합.리테일.공동주택,0,중소기업은행,은행,매입,매입확약,-,-, 중소기업은행의 유동화증권 매입보장 및 신용공
올마이티울산,울산광역시,남구,달동,1327-1번지,공동주택,주상복합.리테일.공동주택,0,중소기업은행,은행,매입,매입확약,-,-, 중소기업은행의 유동화증권 매입보장 및 신용공
올마이티울산,울산광역시,남구,달동,1327-1번지,공동주택,주상복합.리테일.공동주택,0,중소기업은행,은행,매입,매입확약,-,-, 중소기업은행의 유동화증권 매입보장 및 신용공
올마이티울산,울산광역시,남구,달동,1327-1번지,공동주택,주상복합.리테일.공동주택,0,중소기업은행,은행,매입,매입확약,-,-, 중소기업은행의 유동화증권 매입보장 및 신용공
올마이티울산,울산광역시,남구,달동,1327-1번지,공동주택,주상복합.리테일.공동주택,0,중소기업은행,은행,매입,매입확약,-,-, 중소기업은행의 유동화증권 매입보장 및 신용공
올마이티울산,울산광역시,남구,달동,1327-1번지,공동주택,주상복합.리테일.공동주택,0,중소기업은행,은행,매입,매입확약,-,-, 중소기업은행의 유동화증권 매입보장 및 신용공
올마이티울산,울산광역시,남구,달동,1327-1번지,공동주택,주상복합.리테일.공동주택,0,중소기업은행,은행,매입,매입확약,-,-, 중소기업은행의 유동화증권 매입보장 및 신용공
올마이티울산,울산광역시,남구,달동,1327-1번지,공동주택,주상복합.리테일.공동주택,0,중소기업은행,은행,매입,매입확약,-,-, 중소기업은행의 유동화증권 매입보장 및 신용공
제이에코컴퍼니,서울특별시,관악구,봉천동,주상복합,공동주택,도시형생활주택.오피스텔.오피스.주상복합.리테일,0,메리츠증권,증권사,인수,매입확약,370,-,  메리츠증권(주)의 사모사채 인수확약  
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,메리츠증권,증권사,인수/자금보충,매입확약,7500,-, 메리츠증권㈜의 사모사채 인수의무 및 자금보충의무 가
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,메리츠증권,증권사,인수/자금보충,매입확약,7500,-, 메리츠증권㈜의 사모사채 인수의무 및 자금보충의무 가
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,메리츠증권,증권사,인수/자금보충,매입확약,7500,-, 메리츠증권㈜의 사모사채 인수의무 및 자금보충의무 가
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,메리츠증권,증권사,인수/자금보충,매입확약,7500,-, 메리츠증권㈜의 사모사채 인수의무 및 자금보충의무 가
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,메리츠증권,증권사,인수/자금보충,매입확약,7500,-, 메리츠증권㈜의 사모사채 인수의무 및 자금보충의무 가
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,메리츠증권,증권사,인수/자금보충,매입확약,7500,-, 메리츠증권㈜의 사모사채 인수의무 및 자금보충의무 가
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,메리츠증권,증권사,인수/자금보충,매입확약,7500,-, 메리츠증권㈜의 사모사채 인수의무 및 자금보충의무 가
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,메리츠증권,증권사,인수/자금보충,매입확약,7500,-, 메리츠증권㈜의 사모사채 인수의무 및 자금보충의무 가
비욘드스카이제삼차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드스카이제삼차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드스카이제삼차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드스카이제삼차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드스카이제삼차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드스카이제삼차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드스카이제삼차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드스카이제삼차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
아델라컨설팅,서울특별시,강서구,가양1동,92-1번지,상업업무,오피스.리테일,본 PF,서울보증보험.현대건설,기타.시공사,-.연대보증,-,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
에스피에스제일차,경기도,성남시,분당구,삼평동,상업업무,오피스,본 PF,중소기업은행.중소기업은행,은행.은행,매입.-,매입확약,7800,-, 중소기업은행의 유동화증권 매입보장 및 신용공여 . 중소기업은행의 유동성공여(한도 20억원)
에스피에스제일차,경기도,성남시,분당구,삼평동,상업업무,오피스,본 PF,중소기업은행.중소기업은행,은행.은행,매입.-,매입확약,7800,-, 중소기업은행의 유동화증권 매입보장 및 신용공여 . 중소기업은행의 유동성공여(한도 20억원)
에스피에스제일차,경기도,성남시,분당구,삼평동,상업업무,오피스,본 PF,중소기업은행.중소기업은행,은행.은행,매입.-,매입확약,7800,-, 중소기업은행의 유동화증권 매입보장 및 신용공여 . 중소기업은행의 유동성공여(한도 20억원)
에스피에스제일차,경기도,성남시,분당구,삼평동,상업업무,오피스,본 PF,중소기업은행.중소기업은행,은행.은행,매입.-,매입확약,7800,-, 중소기업은행의 유동화증권 매입보장 및 신용공여 . 중소기업은행의 유동성공여(한도 20억원)
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
감마스토리제일차,경기도,의정부시,의정부동,248-3번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,3500,-, 메리츠증권㈜의 사모사채 매입 의
비욘드가양제일차,서울특별시,강서구,가양동,499-19번지,오피스텔,오피스텔.리테일.오피스,0,현대건설.한국투자증권,시공사.증권사,연대보증.인수,매입확약,-,-, 현대건설㈜의 연대보증 . 한국투자증권㈜의 제5회 ABCP 인수 의무
비욘드가양제일차,서울특별시,강서구,가양동,499-19번지,오피스텔,오피스텔.리테일.오피스,0,현대건설.한국투자증권,시공사.증권사,연대보증.인수,매입확약,-,-, 현대건설㈜의 연대보증 . 한국투자증권㈜의 제5회 ABCP 인수 의무
비욘드가양제일차,서울특별시,강서구,가양동,499-19번지,오피스텔,오피스텔.리테일.오피스,0,현대건설.한국투자증권,시공사.증권사,연대보증.인수,매입확약,-,-, 현대건설㈜의 연대보증 . 한국투자증권㈜의 제5회 ABCP 인수 의무
비욘드가양제일차,서울특별시,강서구,가양동,499-19번지,오피스텔,오피스텔.리테일.오피스,0,현대건설.한국투자증권,시공사.증권사,연대보증.인수,매입확약,-,-, 현대건설㈜의 연대보증 . 한국투자증권㈜의 제5회 ABCP 인수 의무
비욘드가양제일차,서울특별시,강서구,가양동,499-19번지,오피스텔,오피스텔.리테일.오피스,0,현대건설.한국투자증권,시공사.증권사,연대보증.인수,매입확약,-,-, 현대건설㈜의 연대보증 . 한국투자증권㈜의 제5회 ABCP 인수 의무
비욘드가양제일차,서울특별시,강서구,가양동,499-19번지,오피스텔,오피스텔.리테일.오피스,0,현대건설.한국투자증권,시공사.증권사,연대보증.인수,매입확약,-,-, 현대건설㈜의 연대보증 . 한국투자증권㈜의 제5회 ABCP 인수 의무
비욘드가양제일차,서울특별시,강서구,가양동,499-19번지,오피스텔,오피스텔.리테일.오피스,0,현대건설.한국투자증권,시공사.증권사,연대보증.인수,매입확약,-,-, 현대건설㈜의 연대보증 . 한국투자증권㈜의 제5회 ABCP 인수 의무
비욘드가양제일차,서울특별시,강서구,가양동,499-19번지,오피스텔,오피스텔.리테일.오피스,0,현대건설.한국투자증권,시공사.증권사,연대보증.인수,매입확약,-,-, 현대건설㈜의 연대보증 . 한국투자증권㈜의 제5회 ABCP 인수 의무
비욘드가양제일차,서울특별시,강서구,가양동,499-19번지,오피스텔,오피스텔.리테일.오피스,0,현대건설.한국투자증권,시공사.증권사,연대보증.인수,매입확약,-,-, 현대건설㈜의 연대보증 . 한국투자증권㈜의 제5회 ABCP 인수 의무
리치게이트여상,인천광역시,중구,사동,23-4번지,공동주택,아파트,본 PF,신한은행/중소기업은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 및 중소기업은행의 신용공여성 기업어음 매입보장(매입보장비율 350: 500) . (주)신한은행의 유동성 공여(한도 10억원) . 주택도시보증공사의 PF 대출보증
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
